Ticker,Name,Description,Mrkt Cap,Sector
TANH,Tantech Holdings,Chemicals,29.42M,Materials
TAOP,Taoping,IT Services,29.22M,Information Technology
TAP,Molson Coors Beverage Company,Beverages,10.09B,Discretionary
TARA,Protara Therapeutics,Biotechnology,75.84M,Healthcare
TARO,Taro Pharmaceutical Industries,Pharmaceuticals,1.88B,Healthcare
TARS,Tarsus Pharmaceuticals,Biotechnology,465.23M,Healthcare
TASK,TaskUs,Information Technology Services,5.25B,Information Technology
TAST,Carrols Restaurant Group,"Hotels, Restaurants & Leisure",151.77M,Discretionary
TATT,TAT Technologies,Aerospace & Defense,57.00M,Industrial
TAYD,Taylor Devices,Machinery,38.20M,Industrials
TBBK,The Bancorp,Banks,1.44B,Financials
TBCP,Thunder Bridge Capital Partners III,Blank Check / SPAC,514.87M,SPAC
TBI,TrueBlue,Professional Services,981.75M,Services
TBK,Triumph Bancorp,Banks,2.99B,Financials
TBLA,Taboola.com,Internet Content & Information,1.80B,Information Technology
TBLD,Thornburg Income Builder Opportunities Trust,n/a,0,NA
TBLT,Toughbuilt Industries,"Textiles, Apparel & Luxury Goods",47.19M,Discretionary
TBNK,Territorial Bancorp,Thrifts & Mortgage Finance,235.43M,Financials
TBPH,Theravance Biopharma,Pharmaceuticals,814.37M,Healthcare
TBSA,TB SA Acquisition,Blank Check / SPAC,244.37M,SPAC
TC,TuanChe,Internet Content & Information,57.21M,Information Technology
TCAC,Tuatara Capital Acquisition,Blank Check / SPAC,246.75M,SPAC
TCBC,TC Bancshares,Banks-Regional,65.39M,Financials
TCBI,Texas Capital Bancshares,Banks,3.05B,Financials
TCBK,TriCo Bancshares,Banks,1.28B,Financials
TCBS,Texas Community Bancshares,Banks-Regional,46.44M,Financials
TCBX,Third Coast Bancshares,Banks-Regional,346.85M,Financials
TCDA,Tricida,Pharmaceuticals,526.89M,Healthcare
TCFC,The Community Financial Corporation,Banks,225.06M,Financials
TCI,Transcontinental Realty Investors,Real Estate Management & Development,337.80M,Real Estate
TCMD,Tactile Systems Technology,Health Care Equipment & Supplies,377.23M,Healthcare
TCN,Tricon Residential,Real Estate Services,0,Real Estate
TCOM,Trip.com Group,Internet & Direct Marketing Retail,15.69B,Information Technology
TCON,TRACON Pharmaceuticals,Biotechnology,53.87M,Healthcare
TCPC,Blackrock TCP Capital,Capital Markets,780.44M,Financials
TCRR,TCR2 Therapeutics,Biotechnology,178.11M,Healthcare
TCRX,TScan Therapeutics,Biotechnology,106.96M,Healthcare
TCS,The Container Store Group,Specialty Retail,505.45M,Discretionary
TCVA,TCV Acquisition,Blank Check / SPAC,503.85M,SPAC
TCX,Tucows,IT Services,896.84M,Information Technology
TD,The Toronto-Dominion Bank,Banks,139.71B,Financials
TDC,Teradata,Software,4.61B,Information Technology
TDCX,"TDCX, Inc.",Specialty Business Services,2.74B,Discretionary
TDG,TransDigm Group,Aerospace & Defense,35.15B,Industrial
TDOC,Teladoc Health,Health Care Technology,14.70B,Healthcare
TDS,Telephone & Data Systems,Wireless Telecommunication Services,2.31B,Information Technology
TDUP,ThredUp,Internet Retail,1.24B,Information Technology
TDW,Tidewater,Energy Equipment & Services,442.10M,Energy
TDY,Teledyne Technologies,Aerospace & Defense,20.38B,Industrial
TEAM,Atlassian,Software,96.37B,Information Technology
TECH,Bio-Techne,Life Sciences Tools & Services,20.33B,Healthcare
TECK,Teck Resources,Metals & Mining,15.25B,Materials
TEDU,Tarena International,Diversified Consumer Services,20.82M,Discretionary
TEF,Telefonica,Diversified Telecommunication Services,24.87B,Communication
TEKK,Tekkorp Digital Acquisition,Blank Check / SPAC,310.31M,SPAC
TEL,TE Connectivity,"Electronic Equipment, Instruments & C...",52.65B,Industrial
TELA,TELA Bio,Health Care Equipment & Supplies,185.65M,Healthcare
TELL,Tellurian,"Oil, Gas & Consumable Fuels",1.48B,Energy
TEN,Tenneco,Auto Components,927.88M,Industrial
TENB,Tenable Holdings,Software,5.92B,Information Technology
TENX,Tenax Therapeutics,Biotechnology,26.22M,Healthcare
TEO,Telecom Argentina,Diversified Telecommunication Services,2.20B,Communication
TER,Teradyne,Semiconductors & Semiconductor Equipment,26.66B,Information Technology
TERN,Terns Pharmaceuticals,Biotechnology,178.64M,Healthcare
TESS,TESSCO Technologies,Communications Equipment,56.58M,Industrial
TETC,Tech & Energy Transition,Blank Check / SPAC,467.78M,SPAC
TEVA,Teva Pharmaceutical Industries,Pharmaceuticals,9.57B,Healthcare
TEX,Terex,Machinery,3.07B,Industrials
TFC,Truist Financial,Banks,78.16B,Financials
TFFP,TFF Pharmaceuticals,Pharmaceuticals,225.05M,Healthcare
TFII,TFI International,Road & Rail,10.43B,Industrials
TFSL,TFS Financial,Thrifts & Mortgage Finance,5.02B,Financials
TFX,Teleflex,Health Care Equipment & Supplies,15.39B,Healthcare
TG,Tredegar,Chemicals,398.83M,Materials
TGA,TransGlobe Energy,"Oil, Gas & Consumable Fuels",218.35M,Energy
TGB,Taseko Mines,Metals & Mining,582.11M,Materials
TGH,Textainer Group Holdings,Trading Companies & Distributors,1.76B,Industrials
TGI,Triumph Group,Aerospace & Defense,1.20B,Industrial
TGLS,Tecnoglass,Construction Materials,1.25B,Materials
TGNA,Tegna,Media,4.11B,Communication
TGP,Teekay LNG Partners,"Oil, Gas & Consumable Fuels",1.47B,Energy
TGS,Transportadora de Gas del Sur,"Oil, Gas & Consumable Fuels",668.45M,Energy
TGT,Target,Multiline Retail,110.89B,Discretionary
TGTX,TG Therapeutics,Biotechnology,2.72B,Healthcare
TGVC,TG Venture Acquisition,Blank Check / SPAC,141.85M,SPAC
TH,Target Hospitality,"Hotels, Restaurants & Leisure",362.54M,Discretionary
THAC,Thrive Acquisition,Blank Check / SPAC,185.25M,SPAC
THC,Tenet Healthcare,Health Care Providers & Services,8.75B,Healthcare
THCA,Tuscan Holdings II,Shell Companies,174.96M,Financials
THCP,Thunder Bridge Capital Partners IV,Blank Check / SPAC,280.60M,SPAC
THFF,First Financial,Banks,582.97M,Financials
THG,The Hanover Insurance Group,Insurance,4.66B,Financials
THM,International Tower Hill Mines,Metals & Mining,143.20M,Materials
THMO,ThermoGenesis Holdings,Health Care Equipment & Supplies,12.03M,Healthcare
THO,Thor Industries,Automobiles,5.77B,Discretionary
THR,Thermon Group Holdings,Electrical Equipment,564.48M,Industrial
THRM,Gentherm,Auto Components,2.89B,Industrial
THRN,Thorne HealthTech,Packaged Foods,326.31M,Discretionary
THRX,Theseus Pharmaceuticals,Biotechnology,490.75M,Healthcare
THRY,Thryv Holdings,Media,1.40B,Communication
THS,TreeHouse Foods,Food Products,2.26B,Staples
THTX,Theratechnologies,Biotechnology,288.22M,Healthcare
TIG,Trean Insurance Group,Biotechnology,455.97M,Healthcare
TIGO,Millicom International Cellular,Wireless Telecommunication Services,2.85B,Information Technology
TIGR,UP Fintech Holding,Capital Markets,797.26M,Financials
TIL,Instil Bio,Biotechnology,2.21B,Healthcare
TILE,Interface,Commercial Services & Supplies,941.93M,Industrial
TIMB,TIM S.A.,Telecom Services,5.63B,Communication
TINV,Tiga Acquisition,Blank Check / SPAC,349.57M,SPAC
TIOA,Tio Tech A,Blank Check / SPAC,420.04M,SPAC
TIPT,Tiptree,Insurance,468.84M,Financials
TIRX,Tian Ruixiang Holdings,Insurance Brokers,21.50M,Financials
TISI,"Team, Inc.",Commercial Services & Supplies,33.77M,Industrial
TITN,Titan Machinery,Trading Companies & Distributors,761.09M,Industrials
TIVC,Tivic Health Systems,Medical Devices,37.70M,Healthcare
TIXT,TELUS International,Software-Infrastructure,8.72B,Information Technology
TJX,The TJX Companies,Specialty Retail,90.56B,Discretionary
TK,Teekay,"Oil, Gas & Consumable Fuels",318.94M,Energy
TKAT,Takung Art Co.,Interactive Media & Services,56.53M,Information Technology
TKC,Turkcell Iletisim Hizmetleri A.S.,Wireless Telecommunication Services,3.19B,Information Technology
TKNO,Alpha Teknova,Drug Manufacturers-Specialty & Generic,573.68M,Healthcare
TKR,The Timken Company,Machinery,5.26B,Industrials
TLGA,TLG Acquisition One,Blank Check / SPAC,486.50M,SPAC
TLIS,Talis Biomedical,Medical Devices,105.42M,Healthcare
TLK,Telkom Indonesia,Diversified Telecommunication Services,28.72B,Communication
TLMD,SOC Telemed,Medical Care Facilities,129.14M,Healthcare
TLRY,Tilray,Pharmaceuticals,3.34B,Healthcare
TLS,Telos,Software,1.03B,Information Technology
TLSA,Tiziana Life Sciences,Biotechnology,93.41M,Healthcare
TLYS,Tilly's,Specialty Retail,498.86M,Discretionary
TM,Toyota Motor,Automobiles,256.76B,Discretionary
TMAC,The Music Acquisition,Blank Check / SPAC,280.60M,SPAC
TMBR,Timber Pharmaceuticals,Biotechnology,24.24M,Healthcare
TMC,TMC the metals company,Other Industrial Metals & Mining,468.54M,Materials
TMCI,Treace Medical Concepts,Medical Devices,991.14M,Healthcare
TMDI,Titan Medical,Health Care Equipment & Supplies,71.34M,Healthcare
TMDX,TransMedics Group,Health Care Equipment & Supplies,532.04M,Healthcare
TME,Tencent Music Entertainment Group,Entertainment,11.59B,Communication
TMHC,Taylor Morrison Home,Household Durables,4.30B,Discretionary
TMKR,Tastemaker Acquisition,Blank Check / SPAC,341.21M,SPAC
TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,262.92B,Healthcare
TMP,Tompkins Financial,Banks,1.23B,Financials
TMPM,Turmeric Acquisition,Blank Check / SPAC,124.07M,SPAC
TMQ,Trilogy Metals,Metals & Mining,240.18M,Materials
TMST,TimkenSteel,Metals & Mining,762.44M,Materials
TMUS,T-Mobile US,Wireless Telecommunication Services,144.86B,Information Technology
TMX,Terminix Global Holdings,Personal Services,5.48B,Discretionary
TNC,Tennant Company,Machinery,1.50B,Industrials
TNDM,Tandem Diabetes Care,Health Care Equipment & Supplies,9.56B,Healthcare
TNET,TriNet Group,Professional Services,6.26B,Services
TNGX,Tango Therapeutics,Biotechnology,957.76M,Healthcare
TNK,Teekay Tankers,"Oil, Gas & Consumable Fuels",368.29M,Energy
TNL,Travel + Leisure Co.,"Hotels, Restaurants & Leisure",4.77B,Discretionary
TNP,Tsakos Energy Navigation,"Oil, Gas & Consumable Fuels",166.50M,Energy
TNXP,Tonix Pharmaceuticals Holding,Biotechnology,177.51M,Healthcare
TNYA,Tenaya Therapeutics,Biotechnology,782.28M,Healthcare
TOI,The Oncology Institute,Medical Care Facilities,280.31M,Healthcare
TOL,Toll Brothers,Household Durables,8.71B,Discretionary
TOMZ,TOMI Environmental Solutions,Commercial Services & Supplies,32.47M,Industrial
TOPS,Top Ships,"Oil, Gas & Consumable Fuels",33.26M,Energy
TOST,Toast,Software-Infrastructure,17.52B,Information Technology
TOUR,Tuniu,"Hotels, Restaurants & Leisure",119.81M,Discretionary
TOWN,TowneBank,Banks,2.30B,Financials
TPB,Turning Point Brands,Tobacco,713.03M,Discretionary
TPBA,TPB Acquisition I,Blank Check / SPAC,220.50M,SPAC
TPC,Tutor Perini,Construction & Engineering,631.77M,Industrial
TPGY,TPG Pace Beneficial Finance,Shell Companies,429.19M,Financials
TPH,TRI Pointe Homes,Household Durables,3.10B,Discretionary
TPHS,Trinity Place Holdings,Real Estate Management & Development,66.64M,Real Estate
TPIC,TPI Composites,Electrical Equipment,554.58M,Industrial
TPL,Texas Pacific Land,"Oil, Gas & Consumable Fuels",9.67B,Energy
TPR,Tapestry,"Textiles, Apparel & Luxury Goods",11.17B,Discretionary
TPST,Tempest Therapeutics,Biotechnology,36.49M,Healthcare
TPTX,Turning Point Therapeutics,Biotechnology,2.36B,Healthcare
TPVG,TriplePoint Venture Growth BDC,Capital Markets,556.47M,Financials
TPX,Tempur Sealy International,Household Durables,9.05B,Discretionary
TR,Tootsie Roll Industries,Food Products,2.43B,Staples
TRC,Tejon Ranch Company,Real Estate Management & Development,502.94M,Real Estate
TRCA,Twin Ridge Capital Acquisition,Blank Check / SPAC,258.10M,SPAC
TRDA,Entrada Therapeutics,Biotechnology,511.67M,Healthcare
TREB,Trebia Acquisition,Blank Check / SPAC,644.29M,SPAC
TREC,Trecora Resources,Chemicals,197.17M,Materials
TREE,LendingTree,Thrifts & Mortgage Finance,1.63B,Financials
TREX,Trex Company,Building Products,15.54B,Industrial
TRGP,Targa Resources,"Oil, Gas & Consumable Fuels",11.96B,Energy
TRHC,Tabula Rasa HealthCare,Health Care Technology,385.78M,Healthcare
TRI,Thomson Reuters,Professional Services,58.24B,Services
TRIB,Trinity Biotech,Health Care Equipment & Supplies,29.89M,Healthcare
TRIN,Trinity Capital,Asset Management,478.84M,Financials
TRIP,TripAdvisor,Interactive Media & Services,3.77B,Information Technology
TRIS,Tristar Acquisition I,Blank Check / SPAC,244.00M,SPAC
TRIT,Triterras,Information Technology Services,195.51M,Information Technology
TRKA,Troika Media Group,Software Publishers,50.54M,Information Technology
TRMB,Trimble,"Electronic Equipment, Instruments & C...",21.89B,Industrial
TRMD,Torm PLC,Oil & Gas Midstream,642.69M,Energy
TRMK,Trustmark,Banks,2.03B,Financials
TRMR,Tremor International,Advertising Agencies,1.17B,Communication
TRN,Trinity Industries,Machinery,2.94B,Industrials
TRNO,Terreno Realty,Equity Real Estate Investment Trusts...,6.38B,Real Estate
TRNS,Transcat,Trading Companies & Distributors,694.96M,Industrials
TRON,Corner Growth Acquisition 2,Blank Check / SPAC,228.48M,SPAC
TROO,TROOPS,Software-Application,568.54M,Information Technology
TROW,T. Rowe Price Group,Capital Markets,45.07B,Financials
TROX,Tronox Holdings,Chemicals,3.70B,Materials
TRP,TC Energy,"Oil, Gas & Consumable Fuels",45.66B,Energy
TRQ,Turquoise Hill Resources,Metals & Mining,3.31B,Materials
TRS,TriMas,Machinery,1.59B,Industrials
TRST,TrustCo Bank Corp NY,Thrifts & Mortgage Finance,640.17M,Financials
TRT,Trio-Tech International,Semiconductors & Semiconductor Equipment,53.05M,Information Technology
TRTL,TortoiseEcofin Acquisition III,Blank Check / SPAC,363.38M,SPAC
TRTN,Triton International,Trading Companies & Distributors,4.02B,Industrials
TRTX,TPG RE Finance Trust,Mortgage Real Estate Investment Trus...,949.23M,Real Estate
TRU,TransUnion,Professional Services,22.72B,Services
TRUP,Trupanion,Insurance,5.33B,Financials
TRV,The Travelers Companies,Insurance,38.48B,Financials
TRVG,Trivago,Interactive Media & Services,780.99M,Information Technology
TRVI,Trevi Therapeutics,Pharmaceuticals,20.22M,Healthcare
TRVN,Trevena,Biotechnology,95.83M,Healthcare
TRX,Tanzanian Gold,Metals & Mining,100.90M,Materials
TS,Tenaris,Energy Equipment & Services,12.31B,Energy
TSAT,Telesat,Communication Equipment,886.84M,Industrial
TSBK,Timberland Bancorp,Thrifts & Mortgage Finance,231.43M,Financials
TSC,TriState Capital Holdings,Banks,1.00B,Financials
TSCO,Tractor Supply Company,Specialty Retail,27.16B,Discretionary
TSE,Trinseo,Chemicals,2.04B,Materials
TSEM,Tower Semiconductor,Semiconductors & Semiconductor Equipment,4.31B,Information Technology
TSHA,Taysha Gene Therapies,Biotechnology,448.22M,Healthcare
TSIB,Tishman Speyer Innovation II,Blank Check / SPAC,365.62M,SPAC
TSLA,Tesla,Automobiles,"1,061.28B",Discretionary
TSLX,Sixth Street Specialty Lending,Capital Markets,1.71B,Financials
TSM,Taiwan Semiconductor Manufacturing Company,Semiconductors & Semiconductor Equipment,623.94B,Information Technology
TSN,Tyson Foods,Food Products,31.65B,Staples
TSP,TuSimple Holdings,Trucking,7.64B,Industrials
TSPQ,TCW Special Purpose Acquisition,Blank Check / SPAC,566.00M,SPAC
TSQ,Townsquare Media,Media,223.15M,Communication
TSRI,"TSR, Inc.",IT Services,17.85M,Information Technology
TSVT,2seventy bio,Drug Manufacturers-General,598.95M,Healthcare
TT,Trane Technologies,Building Products,47.99B,Industrial
TTC,The Toro Company,Machinery,10.44B,Industrials
TTCF,Tattooed Chef,Packaged Foods,1.27B,Discretionary
TTD,The Trade Desk,Software,47.18B,Information Technology
TTE,TotalEnergies SE,"Oil, Gas & Consumable Fuels",131.82B,Energy
TTEC,TTEC Holdings,IT Services,4.25B,Information Technology
TTEK,Tetra Tech,Commercial Services & Supplies,9.15B,Industrial
TTGT,TechTarget,Media,2.76B,Communication
TTI,TETRA Technologies,Energy Equipment & Services,360.51M,Energy
TTM,Tata Motors,Automobiles,24.57B,Discretionary
TTMI,TTM Technologies,"Electronic Equipment, Instruments & C...",1.55B,Industrial
TTNP,Titan Pharmaceuticals,Pharmaceuticals,10.11M,Healthcare
TTOO,T2 Biosystems,Biotechnology,85.67M,Healthcare
TTSH,Tile Shop Holdings,Specialty Retail,370.54M,Discretionary
TTWO,Take-Two Interactive Software,Entertainment,20.49B,Communication
TU,TELUS,Diversified Telecommunication Services,32.08B,Communication
TUEM,Tuesday Morning,Discount Stores,195.55M,Discretionary
TUFN,Tufin Software Technologies,Software,398.31M,Information Technology
TUGC,TradeUP Global,Blank Check / SPAC,57.43M,SPAC
TUP,Tupperware Brands,Household Durables,747.38M,Discretionary
TURN,180 Degree Capital,Capital Markets,76.25M,Financials
TUSK,Mammoth Energy Services,Energy Equipment & Services,84.97M,Energy
TUYA,"Tuya, Inc.",Software-Infrastructure,3.50B,Information Technology
TV,Grupo Televisa SAB,Media,5.25B,Communication
TVAC,Thayer Ventures Acquisition,Blank Check / SPAC,217.78M,SPAC
TVTX,Travere Therapeutics,Biotechnology,1.90B,Healthcare
TVTY,Tivity Health,Health Care Providers & Services,1.32B,Healthcare
TW,Tradeweb Markets,Capital Markets,23.29B,Financials
TWCB,Bilander Acquisition,Blank Check / SPAC,194.60M,SPAC
TWI,Titan International,Machinery,683.68M,Industrials
TWIN,"Twin Disc,",Machinery,149.05M,Industrials
TWKS,Thoughtworks Holding,Information Technology Services,8.18B,Information Technology
TWLO,Twilio,IT Services,46.96B,Information Technology
TWLV,Twelve Seas Investment Company II,Blank Check / SPAC,429.61M,SPAC
TWND,Tailwind Acquisition,Blank Check / SPAC,411.09M,SPAC
TWNI,Tailwind International Acquisition,Blank Check / SPAC,420.47M,SPAC
TWNK,Hostess Brands,Food Products,2.83B,Staples
TWNT,Tailwind Two Acquisition,Blank Check / SPAC,426.51M,SPAC
TWO,Two Harbors Investment,Mortgage Real Estate Investment Trus...,1.98B,Real Estate
TWOA,two,Blank Check / SPAC,266.85M,SPAC
TWOU,"2U, Inc.",Software,1.51B,Information Technology
TWST,Twist Bioscience,Biotechnology,3.84B,Healthcare
TWTR,Twitter,Interactive Media & Services,34.56B,Information Technology
TX,Ternium,Metals & Mining,8.54B,Materials
TXG,10X Genomics,Life Sciences Tools & Services,16.64B,Healthcare
